Cell_Type,Cell_Type_Full,Cell_Type_Alternate,Marker,Alternate_Name,Source,Species,Tissue_Type,Details,Notes
Plasma,Plasma_Cells,NA,TNFRSF17,CD269,Azimuth,Human,NA,CL_0000786,Human PBMCs reference
Plasma,Plasma_Cells,NA,TXNDC11,NA,Azimuth,Human,NA,CL_0000786,Human PBMCs reference
Plasma,Plasma_Cells,NA,TXNDC5,NA,Azimuth,Human,NA,CL_0000786,Human PBMCs reference
Plasma,Plasma_Cells,NA,XBP1,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0000786,B-lymphocyte white blood cells capable of secreting large quantities of immunoglobulins or antibodies
Plasma,Plasma_Cells,NA,XBP1,NA,CellTypist,Human,"Blood, Bone marrow, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen",CL:0000980,short-lived B cells that differ from plasma cells in their proliferation capability
Plasmablasts,Plasmablasts,NA,ASPM,NA,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,BIRC5,NA,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,CPNE5,NA,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,DERL3,NA,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,PLAAT2,HRASLS2,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,IGHA2,NA,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,KNL1,NA,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,MZB1,NA,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,NT5DC2,NA,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,POU2AF1,NA,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,RRM2,NA,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,SHCBP1,NA,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,TK1,NA,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,TNFRSF13B,CD267,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,TNFRSF17,CD269,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,TPX2,NA,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,TXNDC5,NA,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Plasmablasts,Plasmablasts,NA,TYMS,NA,Azimuth,Human,NA,CL_0000980,Human PBMCs reference
Platelets,Platelets,NA,CAVIN2,NA,Azimuth,Human,NA,CL_0000233,Human PBMCs reference
Platelets,Platelets,NA,CLU,NA,Azimuth,Human,NA,CL_0000233,Human PBMCs reference
Platelets,Platelets,NA,F13A1,NA,Azimuth,Human,NA,CL_0000233,Human PBMCs reference
Platelets,Platelets,NA,GNG11,NA,Azimuth,Human,NA,CL_0000233,Human PBMCs reference
Platelets,Platelets,NA,GP9,NA,Azimuth,Human,NA,CL_0000233,Human PBMCs reference
Platelets,Platelets,NA,HIST1H2AC,NA,Azimuth,Human,NA,CL_0000233,Human PBMCs reference
Platelets,Platelets,NA,NRGN,NA,Azimuth,Human,NA,CL_0000233,Human PBMCs reference
Platelets,Platelets,NA,PF4,NA,Azimuth,Human,NA,CL_0000233,Human PBMCs reference
Platelets,Platelets,NA,PF4,NA,Ira_Fleming,Human,Skin,NA,NA
Platelets,Platelets,NA,PPBP,NA,Azimuth,Human,NA,CL_0000233,Human PBMCs reference
Platelets,Platelets,NA,PPBP,NA,Ira_Fleming,Human,Skin,NA,NA
Platelets,Platelets,NA,PRKAR2B,NA,Azimuth,Human,NA,CL_0000233,Human PBMCs reference
Platelets,Platelets,NA,RGS18,NA,Azimuth,Human,NA,CL_0000233,Human PBMCs reference
Platelets,Platelets,NA,TUBB1,NA,Azimuth,Human,NA,CL_0000233,Human PBMCs reference
Platelets,Platelets,NA,TUBB1,NA,Ira_Fleming,Human,Skin,NA,NA
Progenitors_Early_Thymic,Early_Thymic_Progenitors,ETP,ACY3,NA,CellTypist,Human,Thymus,CL:0000893,early thymic progenitors migrated to the thymus before turning into double-negative thymocytes or other cells
Progenitors_Early_Thymic,Early_Thymic_Progenitors,ETP,CD34,NA,CellTypist,Human,Thymus,CL:0000893,early thymic progenitors migrated to the thymus before turning into double-negative thymocytes or other cells
Progenitors_Early_Thymic,Early_Thymic_Progenitors,ETP,SPINK2,NA,CellTypist,Human,Thymus,CL:0000893,early thymic progenitors migrated to the thymus before turning into double-negative thymocytes or other cells
Proliferating,Proliferating,NA,MKI67,Ki-67,Ira_Fleming,Human,Skin,NA,NA
Proliferating,Proliferating,NA,TOP2A,NA,Ira_Fleming,Human,Skin,NA,NA
Schwann,Schwann_Cells,NA,MPZ,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Schwann,Schwann_Cells,NA,S100B,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Schwann,Schwann_Cells,NA,SCN7A,NA,Literature,Human,Skin,doi.org/10.1101/689273,NA
T,TEM/TRM_Cytotoxic_T_Cells,NA,CCL5,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Eye, Intestine, Kidney, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Skeletal muscle, Spleen, Thymus",CL:0000913,"CD8+ cytotoxic T lymphocytes mainly localized in lymphoid and peripheral tissues and presenting an immediate, but not sustained, immune defense"
T,TCM/Naive_Helper_T_Cells,NA,CCR7,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Skeletal muscle, Spleen, Thymus",CL:0000904,CD4+ helper T lymphocytes mainly localized in secondary lymphoid tissues and sustaining the responses by proliferating and producing new effectors
T,TCM/Naive_Cytotoxic_T_Cells,NA,CCR7,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0000907,CD8+ cytotoxic T lymphocytes mainly localized in secondary lymphoid tissues and sustaining the responses by proliferating and producing new effectors
T,T_Cells,NA,CCR7,NA,Mary_Tomayko,Human,Skin,NA,NA
T,T_Cells,NA,CD2,NA,Mary_Tomayko,Human,Skin,NA,NA
T,T_Cells,NA,CD3D,NA,Mary_Tomayko,Human,Skin,NA,NA
T,T_Cells,NA,CD3D,NA,Literature,Human,Skin,doi.org/10.1101/689273,NA
T,T_Cells,NA,CD3E,NA,Mary_Tomayko,Human,Skin,NA,NA
T,T_Cells,NA,CD3G,NA,Mary_Tomayko,Human,Skin,NA,NA
T,TCM/Naive_Helper_T_Cells,NA,CD4,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Skeletal muscle, Spleen, Thymus",CL:0000904,CD4+ helper T lymphocytes mainly localized in secondary lymphoid tissues and sustaining the responses by proliferating and producing new effectors
T,T_Cells,NA,CD4,NA,Mary_Tomayko,Human,Skin,NA,NA
T,T_Cells,NA,CD6,NA,Mary_Tomayko,Human,Skin,NA,NA
T,TEM/TRM_Cytotoxic_T_Cells,NA,CD8A,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Eye, Intestine, Kidney, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Skeletal muscle, Spleen, Thymus",CL:0000913,"CD8+ cytotoxic T lymphocytes mainly localized in lymphoid and peripheral tissues and presenting an immediate, but not sustained, immune defense"
T,TCM/Naive_Cytotoxic_T_Cells,NA,CD8A,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0000907,CD8+ cytotoxic T lymphocytes mainly localized in secondary lymphoid tissues and sustaining the responses by proliferating and producing new effectors
T,T_Cells,NA,CD8A,NA,Mary_Tomayko,Human,Skin,NA,NA
T,T_Cells,NA,CD8B,NA,Mary_Tomayko,Human,Skin,NA,NA
T,TEM/TEMra_Cytotoxic_T_Cells,NA,CX3CR1,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Eye, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Skeletal muscle, Spleen, Thymus",CL:0001062,terminally differentiated CD8+ cytotoxic T lymphocytes with effector memory phenotypes that re-express CD45RA
T,TRM_Cytotoxic_T_Cells,NA,CXCR6,NA,CellTypist,Human,"Intestine, Mesenteric lymph node, Spleen",CL:0000913,tissue resident CD8+ cytotoxic T lymphocytes mainly localized in epithelial tissues such as gut
T,TEM/TEMra_Cytotoxic_T_Cells,NA,GNLY,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Eye, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Skeletal muscle, Spleen, Thymus",CL:0001062,terminally differentiated CD8+ cytotoxic T lymphocytes with effector memory phenotypes that re-express CD45RA
T,TEM/TEMra_Cytotoxic_T_Cells,NA,GZMB,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Eye, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Skeletal muscle, Spleen, Thymus",CL:0001062,terminally differentiated CD8+ cytotoxic T lymphocytes with effector memory phenotypes that re-express CD45RA
T,TEM/TRM_Cytotoxic_T_Cells,NA,GZMK,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Eye, Intestine, Kidney, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Skeletal muscle, Spleen, Thymus",CL:0000913,"CD8+ cytotoxic T lymphocytes mainly localized in lymphoid and peripheral tissues and presenting an immediate, but not sustained, immune defense"
T,T_Cells,NA,IL7R,NA,Mary_Tomayko,Human,Skin,NA,NA
T,TRM_Cytotoxic_T_Cells,NA,ITGA1,NA,CellTypist,Human,"Intestine, Mesenteric lymph node, Spleen",CL:0000913,tissue resident CD8+ cytotoxic T lymphocytes mainly localized in epithelial tissues such as gut
T,TRM_Cytotoxic_T_Cells,NA,ITGAE,NA,CellTypist,Human,"Intestine, Mesenteric lymph node, Spleen",CL:0000913,tissue resident CD8+ cytotoxic T lymphocytes mainly localized in epithelial tissues such as gut
T,T_Cells,NA,NKG7,NA,Mary_Tomayko,Human,Skin,NA,NA
T,TCM/Naive_Helper_T_Cells,NA,SELL,CD62L,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Skeletal muscle, Spleen, Thymus",CL:0000904,CD4+ helper T lymphocytes mainly localized in secondary lymphoid tissues and sustaining the responses by proliferating and producing new effectors
T,TCM/Naive_Cytotoxic_T_Cells,NA,SELL,CD62L,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0000907,CD8+ cytotoxic T lymphocytes mainly localized in secondary lymphoid tissues and sustaining the responses by proliferating and producing new effectors
T,T_Cells,NA,TRBC2,NA,Literature,Human,Skin,doi.org/10.1101/689273,NA
T_Activated,Activated_T_Cells,NA,IL2RA,NA,Literature,Human,NA,doi.org/10.1101/2022.08.13.503873,NA
T_Agonist,Agonist_T_Cells,T(Agonist),BIRC3,NA,CellTypist,Human,Thymus,CL:0000815,unconventional T cell subpopulation in the thymus which expresses MIR155HG and shares some signatures with differentiating regulatory T cells
T_Agonist,Agonist_T_Cells,T(Agonist),MIR155HG,NA,CellTypist,Human,Thymus,CL:0000815,unconventional T cell subpopulation in the thymus which expresses MIR155HG and shares some signatures with differentiating regulatory T cells
T_Agonist,Agonist_T_Cells,T(Agonist),SMS,NA,CellTypist,Human,Thymus,CL:0000815,unconventional T cell subpopulation in the thymus which expresses MIR155HG and shares some signatures with differentiating regulatory T cells
T_CD4,CD4_T_Cells,NA,CCR7,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
T_CD4,CD4_T_Cells,NA,CCR7,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
T_CD4,CD4_T_Cells,NA,CD28,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
T_CD4,CD4_T_Cells,NA,CD28,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
T_CD4,CD4_T_Cells,NA,CD3D,NA,Azimuth,Human,NA,CL_0000624,Human PBMCs reference
T_CD4,CD4_T_Cells,NA,CD3D,NA,Ira_Fleming,Human,Skin,NA,NA
T_CD4,CD4_T_Cells,NA,CD3E,NA,Ira_Fleming,Human,Skin,NA,NA
T_CD4,CD4_T_Cells,NA,CD3G,NA,Azimuth,Human,NA,CL_0000624,Human PBMCs reference
T_CD4,CD4_T_Cells,NA,CD4,NA,Azimuth,Human,NA,CL_0000624,Human PBMCs reference
T_CD4,CD4_T_Cells,NA,CD4,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
T_CD4,CD4_T_Cells,NA,CD4,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
T_CD4,CD4_T_Cells,NA,CD4,NA,Ira_Fleming,Human,Skin,NA,NA
T_CD4,CD4_T_Cells,NA,CD6,NA,Ira_Fleming,Human,Skin,NA,NA
T_CD4,CD4_T_Cells,NA,IL7R,NA,Azimuth,Human,NA,CL_0000624,Human PBMCs reference
T_CD4,CD4_T_Cells,NA,IL7R,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
T_CD4,CD4_T_Cells,NA,IL7R,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
T_CD4,CD4_T_Cells,NA,IL7R,NA,Ira_Fleming,Human,Skin,NA,NA
T_CD4,CD4_T_Cells,NA,LDHB,NA,Azimuth,Human,NA,CL_0000624,Human PBMCs reference
T_CD4,CD4_T_Cells,NA,LTB,NA,Azimuth,Human,NA,CL_0000624,Human PBMCs reference
T_CD4,CD4_T_Cells,NA,MAL,NA,Azimuth,Human,NA,CL_0000624,Human PBMCs reference
T_CD4,CD4_T_Cells,NA,TCF7,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
T_CD4,CD4_T_Cells,NA,TCF7,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
T_CD4,CD4_T_Cells,NA,TCF7,NA,Ira_Fleming,Human,Skin,NA,NA
T_CD4,CD4_T_Cells,NA,TMSB10,NA,Azimuth,Human,NA,CL_0000624,Human PBMCs reference
T_CD4,CD4_T_Cells,NA,TPT1,NA,Azimuth,Human,NA,CL_0000624,Human PBMCs reference
T_CD4,CD4_T_Cells,NA,TRAC,NA,Azimuth,Human,NA,CL_0000624,Human PBMCs reference
T_CD4,CD4_T_Cells,NA,TRAC,NA,Ira_Fleming,Human,Skin,NA,NA
T_CD8,CD8_T_Cells,CD8a/B(Entry),CCR9,NA,CellTypist,Human,Thymus,CL:0002430,T lymphocytes with CD8 alpha/beta heterodimers in the late double-positive (entry) stage during T cell development
T_CD8,CD8_T_Cells,NA,CD3D,NA,Azimuth,Human,NA,CL_0000625,Human PBMCs reference
T_CD8,CD8_T_Cells,NA,CD3D,NA,Ira_Fleming,Human,Skin,NA,NA
T_CD8,CD8_T_Cells,NA,CD3E,NA,Azimuth,Human,NA,CL_0000625,Human PBMCs reference
T_CD8,CD8_T_Cells,NA,CD3E,NA,Ira_Fleming,Human,Skin,NA,NA
T_CD8,CD8_T_Cells,NA,CD3G,NA,Azimuth,Human,NA,CL_0000625,Human PBMCs reference
T_CD8,CD8_T_Cells,NA,CD6,NA,Ira_Fleming,Human,Skin,NA,NA
T_CD8,CD8_T_Cells,NA,CD8A,NA,Azimuth,Human,NA,CL_0000625,Human PBMCs reference
T_CD8,CD8_T_Cells,NA,CD8A,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
T_CD8,CD8_T_Cells,NA,CD8A,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
T_CD8,CD8_T_Cells,NA,CD8A,NA,Ira_Fleming,Human,Skin,NA,NA
T_CD8,CD8_T_Cells,NA,CD8B,NA,Azimuth,Human,NA,CL_0000625,Human PBMCs reference
T_CD8,CD8_T_Cells,NA,CD8B,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
T_CD8,CD8_T_Cells,NA,CD8B,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
T_CD8,CD8_T_Cells,NA,CD8B,NA,Ira_Fleming,Human,Skin,NA,NA
T_CD8,CD8_T_Cells,NA,CTSW,NA,Azimuth,Human,NA,CL_0000625,Human PBMCs reference
T_CD8,CD8_T_Cells,NA,FCGR3A,CD16,Ira_Fleming,Human,Skin,NA,NA
T_CD8,CD8_T_Cells,CD8a/A,GNG4,NA,CellTypist,Human,Thymus,CL:0000084,unconventional T lymphocytes with CD8 alpha/alpha homodimers binding MHC molecules
T_CD8,CD8_T_Cells,NA,GZMA,NA,Ira_Fleming,Human,Skin,NA,NA
T_CD8,CD8_T_Cells,NA,HCST,NA,Azimuth,Human,NA,CL_0000625,Human PBMCs reference
T_CD8,CD8_T_Cells,NA,LINC02446,NA,Azimuth,Human,NA,CL_0000625,Human PBMCs reference
T_CD8,CD8_T_Cells,CD8a/A,PDCD1,CD279,CellTypist,Human,Thymus,CL:0000084,unconventional T lymphocytes with CD8 alpha/alpha homodimers binding MHC molecules
T_CD8,CD8_T_Cells,CD8a/B(Entry),SATB1,NA,CellTypist,Human,Thymus,CL:0002430,T lymphocytes with CD8 alpha/beta heterodimers in the late double-positive (entry) stage during T cell development
T_CD8,CD8_T_Cells,NA,TCF7,NA,Ira_Fleming,Human,Skin,NA,NA
T_CD8,CD8_T_Cells,NA,TMSB10,NA,Azimuth,Human,NA,CL_0000625,Human PBMCs reference
T_CD8,CD8_T_Cells,CD8a/B(Entry),TOX2,NA,CellTypist,Human,Thymus,CL:0002430,T lymphocytes with CD8 alpha/beta heterodimers in the late double-positive (entry) stage during T cell development
T_CD8,CD8_T_Cells,NA,TRAC,NA,Azimuth,Human,NA,CL_0000625,Human PBMCs reference
T_CD8,CD8_T_Cells,NA,TRAC,NA,Ira_Fleming,Human,Skin,NA,NA
T_CD8,CD8_T_Cells,CD8a/A,ZNF683,NA,CellTypist,Human,Thymus,CL:0000084,unconventional T lymphocytes with CD8 alpha/alpha homodimers binding MHC molecules
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells_2,CCR5,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells,CCR7,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells_2,CD38,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells,CD8A,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells_2,CD8A,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells,CD8B,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells_2,CD8B,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells_2,CHI3L2,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells,CRTAM,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells,ID2,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells,LDHB,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells,LEF1,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells_2,LEF1,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells,LINC02446,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells_2,LRRN3,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells,NOSIP,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells,OXNAD1,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells,RGS10,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells,S100B,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells_2,SIRPG,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells_2,SOX4,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells,TCF7,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells_2,TNFRSF9,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Naive,CD8_Naive_T_Cells,CD8_Naive_T_Cells,VIM,NA,Azimuth,Human,NA,CL_0000900,Human PBMCs reference
T_CD8_Proliferating,CD8_Proliferating_T_Cells,NA,CD3D,NA,Azimuth,Human,NA,CL_0000906,Human PBMCs reference
T_CD8_Proliferating,CD8_Proliferating_T_Cells,NA,CD3G,NA,Azimuth,Human,NA,CL_0000906,Human PBMCs reference
T_CD8_Proliferating,CD8_Proliferating_T_Cells,NA,CD8B,NA,Azimuth,Human,NA,CL_0000906,Human PBMCs reference
T_CD8_Proliferating,CD8_Proliferating_T_Cells,NA,CHEK1,NA,Azimuth,Human,NA,CL_0000906,Human PBMCs reference
T_CD8_Proliferating,CD8_Proliferating_T_Cells,NA,CLSPN,NA,Azimuth,Human,NA,CL_0000906,Human PBMCs reference
T_CD8_Proliferating,CD8_Proliferating_T_Cells,NA,MKI67,Ki-67,Azimuth,Human,NA,CL_0000906,Human PBMCs reference
T_CD8_Proliferating,CD8_Proliferating_T_Cells,NA,PCLAF,NA,Azimuth,Human,NA,CL_0000906,Human PBMCs reference
T_CD8_Proliferating,CD8_Proliferating_T_Cells,NA,RRM2,NA,Azimuth,Human,NA,CL_0000906,Human PBMCs reference
T_CD8_Proliferating,CD8_Proliferating_T_Cells,NA,TK1,NA,Azimuth,Human,NA,CL_0000906,Human PBMCs reference
T_CD8_Proliferating,CD8_Proliferating_T_Cells,NA,TRAC,NA,Azimuth,Human,NA,CL_0000906,Human PBMCs reference
T_CD8_Proliferating,CD8_Proliferating_T_Cells,NA,TYMS,NA,Azimuth,Human,NA,CL_0000906,Human PBMCs reference
T_Cycling,Cycling_T_Cells,NA,CD3D,NA,CellTypist,Human,"Intestine, Spleen",CL:0000084,proliferating T lymphocytes
T_Cycling,Cycling_Gamma-Delta_T_Cells,T_CD8RM,MKI67,Ki-67,CellTypist,Human,Intestine,CL:0000798,proliferating gamma-delta (γδ) T lymphocytes
T_Cycling,Cycling_T_Cells,NA,MKI67,Ki-67,CellTypist,Human,"Intestine, Spleen",CL:0000084,proliferating T lymphocytes
T_Cycling,Cycling_Gamma-Delta_T_Cells,NA,TOP2A,NA,CellTypist,Human,Intestine,CL:0000798,proliferating gamma-delta (γδ) T lymphocytes
T_Cycling,Cycling_T_Cells,NA,TOP2A,NA,CellTypist,Human,"Intestine, Spleen",CL:0000084,proliferating T lymphocytes
T_Cycling,Cycling_Gamma-Delta_T_Cells,NA,TRDC,NA,CellTypist,Human,Intestine,CL:0000798,proliferating gamma-delta (γδ) T lymphocytes
T_Cytotoxic_CD4,CD4_Cytotoxic_T_Cells,NA,B2M,NA,Azimuth,Human,NA,CL_0000934,Human PBMCs reference
T_Cytotoxic_CD4,CD4_Cytotoxic_T_Cells,NA,CCL5,NA,Azimuth,Human,NA,CL_0000934,Human PBMCs reference
T_Cytotoxic_CD4,CD4_Cytotoxic_T_Cells,NA,CD4,NA,Azimuth,Human,NA,CL_0000934,Human PBMCs reference
T_Cytotoxic_CD4,CD4_Cytotoxic_T_Cells,Memory_CD4+_Cytotoxic_T_Cells,CD4,NA,CellTypist,Human,Thymus,CL:0000934,CD4+ memory T cells which have cytotoxic activities by secreting granzymes and perforin and by killing target cells on the basis of MHC class II
T_Cytotoxic_CD4,CD4_Cytotoxic_T_Cells,NA,CST7,NA,Azimuth,Human,NA,CL_0000934,Human PBMCs reference
T_Cytotoxic_CD4,CD4_Cytotoxic_T_Cells,NA,FGFBP2,NA,Azimuth,Human,NA,CL_0000934,Human PBMCs reference
T_Cytotoxic_CD4,CD4_Cytotoxic_T_Cells,NA,GNLY,NA,Azimuth,Human,NA,CL_0000934,Human PBMCs reference
T_Cytotoxic_CD4,CD4_Cytotoxic_T_Cells,NA,GZMA,NA,Azimuth,Human,NA,CL_0000934,Human PBMCs reference
T_Cytotoxic_CD4,CD4_Cytotoxic_T_Cells,NA,GZMH,NA,Azimuth,Human,NA,CL_0000934,Human PBMCs reference
T_Cytotoxic_CD4,CD4_Cytotoxic_T_Cells,Memory_CD4+_Cytotoxic_T_Cells,GZMK,NA,CellTypist,Human,Thymus,CL:0000934,CD4+ memory T cells which have cytotoxic activities by secreting granzymes and perforin and by killing target cells on the basis of MHC class II
T_Cytotoxic_CD4,CD4_Cytotoxic_T_Cells,Memory_CD4+_Cytotoxic_T_Cells,IL10,NA,CellTypist,Human,Thymus,CL:0000934,CD4+ memory T cells which have cytotoxic activities by secreting granzymes and perforin and by killing target cells on the basis of MHC class II
T_Cytotoxic_CD4,CD4_Cytotoxic_T_Cells,NA,IL32,NA,Azimuth,Human,NA,CL_0000934,Human PBMCs reference
T_Cytotoxic_CD4,CD4_Cytotoxic_T_Cells,NA,IL7R,NA,Azimuth,Human,NA,CL_0000934,Human PBMCs reference
T_Cytotoxic_CD4,CD4_Cytotoxic_T_Cells,NA,ITGB1,NA,Azimuth,Human,NA,CL_0000934,Human PBMCs reference
T_Cytotoxic_CD4,CD4_Cytotoxic_T_Cells,NA,NKG7,NA,Azimuth,Human,NA,CL_0000934,Human PBMCs reference
T_Cytotoxic_CD4,CD4_Cytotoxic_T_Cells,NA,S100A4,NA,Azimuth,Human,NA,CL_0000934,Human PBMCs reference
